loan_id,customer_id,branch_id,raw_loan_status,loan_purpose,local_currency,loan_amount_local,loan_amount_usd,interest_rate_pct,tenure_months,amount_repaid_local,outstanding_balance,raw_disbursement_date,raw_maturity_date
205,1519,105, Active ,Personal Loan,NGN,19340355.94,11991.02,4.22,36,5176975.93,14163380.01,19-Nov-2023,2025-04-02
206,376,107,defaulted,Agricultural Loan,GHS,10280415.35,678507.41,12.08,18,7752334.58,2528080.77,11/08/2022,03/08/2023
207,1355,109,approved,Education Finance,KES,16806642.51,129411.15,6.28,48,6731069.1,10075573.41,2022-12-27,08/25/2023
208,92,106,ACTIVE,Agricultural Loan,GHS,3273118.27,216025.81,10.87,24,20801.41,3252316.86,27/10/2024,06/17/2025
209,266,104,written off,Mortgage,NGN,10593149.49,6567.75,9.46,60,2751441.17,7841708.32,2023-04-26,20/09/2027
210,349,103,Fully Paid,SME Working Capital,NGN,19691268.21,12208.59,24.78,48,11532314.23,8158953.98,09/06/2021,05/30/2023
211,1373,105,PENDING REVIEW,Personal Loan,NGN,2578038.88,1598.38,24.77,18,2124756.79,453282.09,09/19/2023,2026-12-11
212,162,103,approved,Mortgage,NGN,11080470.81,6869.89,23.13,60,8159281.7,2921189.11,09/06/2022,2026-12-24
213,1417,101,ACTIVE,Mortgage,NGN,7751964.84,4806.22,14.17,60,2925455.88,4826508.96,27-Oct-2022,2027-05-06
214,1819,115,approved,Personal Loan,USD,1651850.77,1651850.77,22.79,60,1572218.39,79632.38,04/13/2022,2025-01-06
215,278,107,defaulted,Agricultural Loan,GHS,11389054.02,751677.57,26.8,48,5460200.35,5928853.67,2024-09-07,01/17/2023
216,1590,111,active,Auto Loan,ZAR,19474570.72,1071101.39,15.49,12,1359666.57,18114904.15,03-Jun-2023,2024-09-08
217,1796,102,ACTIVE,Auto Loan,NGN,13189339.95,8177.39,11.29,24,12611321.23,578018.72,03/21/2022,27-Sep-2025
218,260,108,approved,Personal Loan,KES,4789671.38,36880.47,9.16,12,1904325.16,2885346.22,22/06/2024,03/11/2026
219,755,107,written off,Asset Finance,GHS,10694939.13,705865.98,21.54,36,962148.98,9732790.15,2024-03-31,16-Feb-2023
220,1295,104,APPROVED,Education Finance,NGN,6090344.7,3776.01,10.01,6,5907030.81,183313.89,16-Jul-2021,2026-10-08
221,525,106,approved,Auto Loan,GHS,13935589.41,919748.9,21.41,12,9497248.11,4438341.3,09/09/2021,28-Jun-2025
222,968,112,pending review,Asset Finance,GBP,8749433.36,11111780.37,9.56,48,4967321.7,3782111.66,12/30/2021,2024-02-02
223,30,114, Active ,Personal Loan,AED,7897195.43,2148037.16,17.13,24,5484682.15,2412513.28,22-Sep-2021,2027-08-29
224,1231,101, Active ,SME Working Capital,NGN,356797.81,221.21,16.92,18,50980.11,305817.7,12-Mar-2023,01/12/2025
225,381,107,defaulted,Trade Finance / Import,GHS,15215313.25,1004210.67,17.8,36,287013.39,14928299.86,13-Sep-2024,05-May-2027
226,327,112,restructured,SME Working Capital,GBP,19695486.33,25013267.64,22.32,48,827325.2,18868161.13,26/11/2023,30/10/2027
227,790,101,Fully Paid,Asset Finance,NGN,15516582.56,9620.28,17.47,18,9565911.39,5950671.17,2023-01-16,27/07/2026
228,1675,103,APPROVED,SME Working Capital,NGN,12852082.2,7968.29,21.64,48,4386349.91,8465732.29,12/09/2020,12/21/2026
229,1817,114,FULLY PAID,SME Working Capital,AED,2938866.03,799371.56,6.47,18,462028.96,2476837.07,2020-04-30,2027-12-16
230,1803,114,defaulted,Education Finance,AED,9353654.44,2544194.01,7.22,18,5946831.16,3406823.28,04/25/2021,2026-11-10
231,322,107,DEFAULTED,Asset Finance,GHS,3983429.26,262906.33,26.04,60,1014882.36,2968546.9,2021-07-03,2027-04-21
232,510,109,active,Auto Loan,KES,4484451.87,34530.28,11.62,24,2269173.0,2215278.87,2021-01-30,15/07/2023
233,579,107,fully paid,Asset Finance,GHS,4253673.33,280742.44,19.01,12,613770.35,3639902.98,2022-09-28,28/02/2024
234,986,112,WRITTEN OFF,Agricultural Loan,GBP,10443918.49,13263776.48,21.98,36,3946993.01,6496925.48,09/03/2020,2024-02-08
235,663,110,ACTIVE,Trade Finance / Import,ZAR,3364670.48,185056.88,10.64,60,589110.72,2775559.76,14/06/2023,08/19/2025
236,873,109,fully paid,Trade Finance / Import,KES,17577232.74,135344.69,20.19,24,3199561.9,14377670.84,03/25/2024,09/12/2025
237,1161,107,WRITTEN OFF,Auto Loan,GHS,9757634.31,644003.86,8.38,60,327370.3,9430264.01,31-Oct-2023,08/05/2024
238,1133,114,RESTRUCTURED,Personal Loan,AED,8662147.48,2356104.11,20.53,36,3536343.06,5125804.42,02-Oct-2020,24-Dec-2025
239,1534,109,restructured,Agricultural Loan,KES,17188144.89,132348.72,25.06,36,1030594.81,16157550.08,2024-08-10,2024-08-23
240,862,106,WRITTEN OFF,Personal Loan,GHS,14032692.8,926157.72,17.15,36,10217440.12,3815252.68,21-Feb-2024,07/22/2025
241,1367,106,fully paid,Agricultural Loan,GHS,7011050.08,462729.31,27.91,24,2277584.77,4733465.31,04/06/2020,04/07/2024
242,2000,114,active,Auto Loan,AED,2886558.67,785143.96,17.02,12,1610814.92,1275743.75,13/05/2022,15/02/2025
243,1613,108,defaulted,Auto Loan,KES,2110242.43,16248.87,21.74,24,2024321.14,85921.29,28/03/2022,03/01/2025
244,951,113,written off,Asset Finance,EUR,2331111.04,2517599.92,27.52,60,426785.85,1904325.19,01/05/2023,06-Jan-2026
245,1633,107, Active ,SME Working Capital,GHS,16336771.14,1078226.9,18.68,36,5384677.08,10952094.06,2023-04-20,02/04/2024
246,1703,111,defaulted,Agricultural Loan,ZAR,5429440.54,298619.23,8.68,48,3336145.37,2093295.17,01/16/2021,18/02/2026
247,933,108,active,SME Working Capital,KES,5590850.53,43049.55,16.41,6,233273.04,5357577.49,2023-04-21,06-May-2026
248,1289,101,DEFAULTED,Auto Loan,NGN,11274026.82,6989.9,11.59,6,6523982.04,4750044.78,04/20/2022,2026-04-06
249,1241,101,fully paid,Personal Loan,NGN,13794607.46,8552.66,20.74,60,9886778.03,3907829.43,01/23/2022,2023-06-07
250,618,114,written off,Personal Loan,AED,6127029.89,1666552.13,17.76,60,2498300.52,3628729.37,12/07/2024,2025-11-14
251,1073,113,WRITTEN OFF,Agricultural Loan,EUR,1722502.05,1860302.21,11.33,18,225760.53,1496741.52,02/12/2021,2023-10-26
252,1519,105,written off,Agricultural Loan,NGN,3226623.26,2000.51,5.55,36,790827.72,2435795.54,28/01/2021,07-Dec-2024
253,1841,104,fully paid,Trade Finance / Import,NGN,3289394.96,2039.42,16.87,12,2605464.43,683930.53,17/01/2023,2026-05-02
254,69,112,restructured,SME Working Capital,GBP,4576604.76,5812288.05,22.61,36,4342900.84,233703.92,01/23/2024,23/01/2023
255,572,106,restructured,Asset Finance,GHS,10707224.37,706676.81,25.13,6,2821933.12,7885291.25,04/05/2022,16/02/2023
256,219,102, Active ,Agricultural Loan,NGN,17193301.71,10659.85,6.92,24,12545108.04,4648193.67,25-Oct-2022,24/02/2024
257,353,108,WRITTEN OFF,SME Working Capital,KES,15244320.57,117381.27,27.15,24,11371241.27,3873079.3,06/02/2023,15/01/2024
258,137,113,approved,Personal Loan,EUR,4582140.43,4948711.66,12.51,60,4514774.83,67365.6,19-Apr-2023,2025-12-10
259,1046,112,ACTIVE,SME Working Capital,GBP,10516056.11,13355391.26,7.58,60,5177488.48,5338567.63,27-Jul-2020,21-Jan-2024
260,301,109,RESTRUCTURED,Mortgage,KES,11679898.55,89935.22,19.61,48,2986497.67,8693400.88,2021-09-08,03/08/2025
261,1460,102,active,Trade Finance / Import,NGN,16859932.11,10453.16,18.12,60,4603310.72,12256621.39,07/08/2023,2025-10-07
262,305,112,APPROVED,Asset Finance,GBP,485562.99,616665.0,23.56,6,33375.67,452187.32,25-Jan-2022,16-Apr-2024
263,1929,111,FULLY PAID,Asset Finance,ZAR,4553441.47,250439.28,13.52,12,492629.18,4060812.29,03/03/2022,10/07/2023
264,1395,115,WRITTEN OFF,Auto Loan,USD,8209058.8,8209058.8,7.56,6,901008.4,7308050.4,10/28/2023,18/01/2024
265,969,110,defaulted,Education Finance,ZAR,3079294.22,169361.18,16.43,48,1583816.51,1495477.71,01/15/2022,02/12/2024
266,1076,109,active,Personal Loan,KES,9545027.11,73496.71,21.88,60,7185423.7,2359603.41,19-Dec-2023,2023-11-19
267,1313,103,written off,SME Working Capital,NGN,12097761.03,7500.61,19.63,36,9403467.87,2694293.16,01/16/2021,18-Sep-2025
268,1840,103,DEFAULTED,Agricultural Loan,NGN,3391705.18,2102.86,11.3,48,1042551.34,2349153.84,14/12/2022,04/03/2024
269,693,112,defaulted,Auto Loan,GBP,18280913.9,23216760.65,8.14,24,264702.02,18016211.88,05-Mar-2023,31-Dec-2025
270,1591,108,RESTRUCTURED,SME Working Capital,KES,3967475.39,30549.56,25.14,18,2572283.8,1395191.59,15/01/2022,2026-09-08
271,1315,112,fully paid,Asset Finance,GBP,17590892.97,22340434.07,8.41,12,2790159.01,14800733.96,04-Aug-2020,01/05/2024
272,1439,113,Fully Paid,SME Working Capital,EUR,9890110.61,10681319.46,5.53,12,6697374.22,3192736.39,29-Dec-2020,20-Sep-2025
273,1447,105,Fully Paid,Trade Finance / Import,NGN,3747849.87,2323.67,18.67,36,2284843.66,1463006.21,14/06/2022,17/09/2023
274,721,103,APPROVED,Education Finance,NGN,7234236.02,4485.23,12.67,48,5115954.0,2118282.02,04/15/2024,06/23/2023
275,1254,109,approved,Personal Loan,KES,19063665.3,146790.22,17.15,24,4526689.16,14536976.14,2023-09-14,02/09/2026
276,582,114,ACTIVE,Trade Finance / Import,AED,273652.69,74433.53,25.22,60,39045.22,234607.47,02/27/2020,2024-08-08
277,422,103,written off,SME Working Capital,NGN,18073219.58,11205.4,10.12,48,12379316.84,5693902.74,2020-05-23,03/09/2026
278,265,106,RESTRUCTURED,Asset Finance,GHS,18235902.16,1203569.54,10.62,24,2993985.49,15241916.67,13-Apr-2024,07/26/2025
279,1920,106,FULLY PAID,Education Finance,GHS,16956830.09,1119150.79,20.23,12,3061880.35,13894949.74,2022-10-19,17-Oct-2023
280,1541,113,restructured,Mortgage,EUR,5343368.15,5770837.6,21.47,36,1132860.07,4210508.08,08/06/2023,11-Aug-2027
281,606,111,approved,Asset Finance,ZAR,4278839.05,235336.15,10.93,48,1461536.53,2817302.52,14/05/2024,11/05/2025
282,384,110,PENDING REVIEW,SME Working Capital,ZAR,1894276.51,104185.21,6.63,60,1690641.33,203635.18,10-Feb-2024,2024-01-14
283,392,113,defaulted,Trade Finance / Import,EUR,9583801.16,10350505.25,25.62,60,2110253.97,7473547.19,2023-05-26,15/06/2026
284,1660,113,approved,Trade Finance / Import,EUR,7986874.36,8625824.31,4.63,24,7689359.27,297515.09,11/25/2020,01/11/2023
285,1148,107,fully paid,Asset Finance,GHS,11750366.33,775524.18,9.15,24,56336.3,11694030.03,08/02/2024,24-Nov-2027
286,717,104,Fully Paid,Trade Finance / Import,NGN,1814715.1,1125.12,10.89,48,798778.95,1015936.15,10/21/2024,09/05/2027
287,1609,102,ACTIVE,Trade Finance / Import,NGN,2607766.82,1616.82,22.21,12,2024409.72,583357.1,03/17/2023,2027-05-21
288,132,104,pending review,Trade Finance / Import,NGN,18653497.6,11565.17,16.68,60,11336184.96,7317312.64,2024-06-20,16/10/2023
289,627,113,WRITTEN OFF,Agricultural Loan,EUR,7115497.94,7684737.78,12.43,60,3739934.7,3375563.24,26/04/2021,2026-04-05
290,1238,109,FULLY PAID,Education Finance,KES,7091995.5,54608.37,21.7,60,4524264.65,2567730.85,12/26/2024,28/03/2027
291,407,112,DEFAULTED,Education Finance,GBP,6238817.62,7923298.38,27.32,18,5157144.96,1081672.66,09/08/2020,2024-07-03
292,14,111,DEFAULTED,Auto Loan,ZAR,451432.33,24828.78,20.23,24,249928.61,201503.72,2024-01-18,21-Jul-2027
293,721,103,WRITTEN OFF,Trade Finance / Import,NGN,6192248.74,3839.19,4.19,18,352742.29,5839506.45,01/09/2020,2024-09-13
294,767,102,APPROVED,Education Finance,NGN,18123944.46,11236.85,22.36,48,15755036.4,2368908.06,03/03/2024,05/09/2024
295,824,108,WRITTEN OFF,Asset Finance,KES,6189633.21,47660.18,25.27,24,3108887.7,3080745.51,08/13/2022,01/04/2025
296,1879,114,approved,Education Finance,AED,2786599.22,757954.99,8.82,48,1084039.67,1702559.55,13/07/2024,10/02/2025
297,1333,101,Fully Paid,Mortgage,NGN,7891923.41,4892.99,20.72,60,7371124.72,520798.69,2023-10-04,04/28/2025
298,179,115,RESTRUCTURED,Trade Finance / Import,USD,14289511.66,14289511.66,19.19,36,5328460.46,8961051.2,26/06/2024,2025-10-25
299,609,103,written off,Personal Loan,NGN,13311800.26,8253.32,15.53,24,176522.19,13135278.07,29/01/2021,13/11/2024
300,616,102,WRITTEN OFF,Agricultural Loan,NGN,1246094.03,772.58,4.52,12,596435.55,649658.48,27/01/2021,11/09/2025
301,268,112,fully paid,Education Finance,GBP,15960689.2,20270075.28,10.71,12,11044825.45,4915863.75,23-May-2022,09/23/2023
302,1574,111,PENDING REVIEW,Auto Loan,ZAR,8352595.81,459392.77,20.15,36,2889118.83,5463476.98,2023-05-19,09/22/2025
303,1500,108,active,Mortgage,KES,4644804.72,35765.0,4.97,36,1800259.27,2844545.45,02/03/2023,06/27/2023
304,1045,110,PENDING REVIEW,Education Finance,ZAR,15647728.69,860625.08,14.55,12,6671604.43,8976124.26,14-Jul-2022,10/16/2023
305,406,115,restructured,Education Finance,USD,15016110.33,15016110.33,6.33,24,939587.25,14076523.08,04/09/2023,10/31/2027
306,1698,109,approved,Trade Finance / Import,KES,8434413.93,64944.99,18.35,60,5059757.36,3374656.57,15/04/2020,03/10/2024
307,370,106,Fully Paid,SME Working Capital,GHS,8160406.86,538586.85,21.23,24,3932779.06,4227627.8,2024-09-08,09-Sep-2025
308,1188,102,ACTIVE,Asset Finance,NGN,426043.2,264.15,27.8,60,377308.07,48735.13,15/05/2020,28-Sep-2026
309,887,112,restructured,Trade Finance / Import,GBP,16800080.19,21336101.84,12.03,18,11985828.43,4814251.76,04-Sep-2024,25/07/2027
310,1061,112,FULLY PAID,Personal Loan,GBP,11171016.07,14187190.41,12.8,48,7270192.13,3900823.94,03/10/2022,22-Aug-2024
311,231,113,RESTRUCTURED,Agricultural Loan,EUR,8250008.59,8910009.28,9.84,6,4288780.83,3961227.76,19-May-2024,06/22/2027
312,1884,114,restructured,Auto Loan,AED,14060687.05,3824506.88,16.17,48,374107.27,13686579.78,09/21/2024,18/06/2025
313,1253,104,DEFAULTED,Agricultural Loan,NGN,8394475.12,5204.57,6.76,60,1115130.52,7279344.6,2020-01-01,08-Jan-2026
314,970,102,fully paid,Mortgage,NGN,16676017.9,10339.13,20.15,36,12891322.07,3784695.83,11/19/2021,18-Dec-2024
315,92,106,restructured,SME Working Capital,GHS,16309700.03,1076440.2,6.8,24,12812472.65,3497227.38,07-Aug-2020,06/12/2024
316,1240,109,DEFAULTED,Personal Loan,KES,12437554.0,95769.17,13.95,18,766841.61,11670712.39,11/03/2020,2025-11-09
317,1724,112,restructured,Asset Finance,GBP,17414075.86,22115876.34,19.8,60,5792813.21,11621262.65,25/10/2022,08/11/2023
318,1993,101, Active ,Education Finance,NGN,3059726.01,1897.03,9.51,60,2091928.81,967797.2,05/09/2023,24/08/2024
319,1723,111, Active ,SME Working Capital,ZAR,19775527.02,1087653.99,14.44,18,4487625.69,15287901.33,25/12/2022,07/06/2023
320,256,102,approved,Asset Finance,NGN,7994297.02,4956.46,6.24,18,5183439.67,2810857.35,2022-01-18,19/10/2024
321,645,110,PENDING REVIEW,Personal Loan,ZAR,816976.56,44933.71,9.87,48,388691.79,428284.77,18/08/2021,2023-06-11
322,240,111,Fully Paid,SME Working Capital,ZAR,9209210.04,506506.55,13.12,48,1794611.88,7414598.16,08-Apr-2023,20/03/2026
323,1282,110,WRITTEN OFF,Personal Loan,ZAR,11934303.45,656386.69,26.35,24,7723140.79,4211162.66,05/31/2023,2027-02-09
324,872,114,WRITTEN OFF,Asset Finance,AED,19042449.78,5179546.34,13.68,60,2090264.78,16952185.0,30/07/2022,23-Feb-2024
325,856,110,RESTRUCTURED,Personal Loan,ZAR,917789.23,50478.41,27.75,18,711182.85,206606.38,2022-02-03,2026-06-29
326,783,103,restructured,Agricultural Loan,NGN,2790804.3,1730.3,18.85,60,2184208.31,606595.99,2023-10-25,10/03/2027
327,1840,103,restructured,Personal Loan,NGN,4606567.99,2856.07,24.14,6,2662176.03,1944391.96,01-Jul-2023,12-Apr-2025
328,1637,111,restructured,SME Working Capital,ZAR,16705843.26,918821.38,4.65,18,14433393.42,2272449.84,05/04/2021,04/14/2023
329,1345,111,WRITTEN OFF,SME Working Capital,ZAR,765105.08,42080.78,8.8,12,746688.93,18416.15,30-Jul-2021,2026-06-11
330,164,111,WRITTEN OFF,Auto Loan,ZAR,13907938.85,764936.64,4.49,48,11557299.97,2350638.88,31-Oct-2023,11/14/2026
331,1936,103,pending review,Auto Loan,NGN,1026031.06,636.14,9.81,18,158947.46,867083.6,11-May-2020,01/21/2023
332,431,104,active,Personal Loan,NGN,3516100.9,2179.98,12.21,24,1494687.22,2021413.68,12/24/2022,2025-05-18
333,67,108,APPROVED,Education Finance,KES,11475719.3,88363.04,19.36,18,6653902.79,4821816.51,06-Apr-2022,2027-03-15
334,96,103,fully paid,Agricultural Loan,NGN,13382584.49,8297.2,14.24,36,5085882.48,8296702.01,07/11/2023,04/20/2026
335,659,114,WRITTEN OFF,Education Finance,AED,8163698.3,2220525.94,25.61,48,3933278.77,4230419.53,11/07/2020,06-Mar-2027
336,1296,104,active,Education Finance,NGN,11061608.67,6858.2,26.38,12,2924931.9,8136676.77,26/07/2021,2026-09-07
337,1492,101,APPROVED,SME Working Capital,NGN,14398154.23,8926.86,18.34,36,13082697.64,1315456.59,2024-10-07,27/01/2025
338,1842,109,fully paid,SME Working Capital,KES,19620500.38,151077.85,22.95,12,7622180.69,11998319.69,09-May-2024,13-Mar-2025
339,1350,113,ACTIVE,SME Working Capital,EUR,3167776.94,3421199.1,20.75,6,2126238.07,1041538.87,2022-05-15,10/06/2023
340,195,108,ACTIVE,Education Finance,KES,13140456.2,101181.51,25.55,48,12833428.6,307027.6,05/17/2021,06/09/2023
341,32,111,PENDING REVIEW,Agricultural Loan,ZAR,14782875.94,813058.18,16.92,18,11636931.87,3145944.07,19/12/2024,03/18/2027
342,731,101,active,Mortgage,NGN,9811402.54,6083.07,22.22,60,9147497.56,663904.98,2024-11-12,23/01/2025
343,688,111,FULLY PAID,SME Working Capital,ZAR,7922117.01,435716.44,4.7,60,3781842.69,4140274.32,2022-07-15,11/05/2025
344,1828,109,PENDING REVIEW,Trade Finance / Import,KES,6251235.6,48134.51,26.86,48,4651350.45,1599885.15,2024-03-15,30/06/2027
345,1756,112,APPROVED,Education Finance,GBP,16563640.46,21035823.38,9.37,24,653420.59,15910219.87,03/26/2020,2026-03-09
346,376,107,approved,Trade Finance / Import,GHS,18743280.72,1237056.53,9.89,24,10431017.62,8312263.1,21/02/2022,05-Nov-2026
347,1155,106,fully paid,SME Working Capital,GHS,5839943.55,385436.27,24.58,18,908870.91,4931072.64,2020-01-10,2026-12-29
348,1518,101,RESTRUCTURED,Trade Finance / Import,NGN,5669764.07,3515.25,23.66,24,3593623.35,2076140.72,15-Mar-2021,07/07/2023
349,675,108,pending review,Education Finance,KES,10555263.29,81275.53,10.76,18,5026617.95,5528645.34,12-Aug-2024,15/12/2026
350,585,115,FULLY PAID,Education Finance,USD,10695779.74,10695779.74,22.38,6,1017320.09,9678459.65,06-May-2020,07/06/2024
351,83,115, Active ,Asset Finance,USD,7587758.0,7587758.0,4.64,18,7495078.52,92679.48,23/01/2024,20-Jul-2024
352,1875,101,Fully Paid,Education Finance,NGN,16933193.44,10498.58,18.91,48,4949295.94,11983897.5,01-Jul-2021,28-Oct-2024
353,1545,109,RESTRUCTURED,Mortgage,KES,1872070.94,14414.95,8.8,12,331911.34,1540159.6,07/03/2020,27/10/2026
354,312,101,PENDING REVIEW,Education Finance,NGN,5035469.46,3121.99,15.98,48,4489999.2,545470.26,10-Jul-2024,2024-02-16
355,821,115,ACTIVE,Auto Loan,USD,13721167.55,13721167.55,5.38,48,4464254.77,9256912.78,14-Jul-2020,2025-01-12
356,1087,110,approved,Trade Finance / Import,ZAR,255403.51,14047.19,26.63,36,27256.21,228147.3,24-Oct-2024,08/19/2025
357,1667,110, Active ,Agricultural Loan,ZAR,16581868.78,912002.78,16.51,60,16524249.73,57619.05,12/15/2024,27-Jul-2024
358,299,111,restructured,Agricultural Loan,ZAR,10417374.94,572955.62,15.64,12,7322930.02,3094444.92,08/15/2022,25/03/2027
359,1220,107,restructured,SME Working Capital,GHS,5667546.45,374058.07,17.47,60,3304190.52,2363355.93,09/17/2022,2023-11-05
360,586,106,fully paid,Education Finance,GHS,11951689.04,788811.48,5.44,60,1426025.68,10525663.36,2023-01-11,05/30/2024
361,44,113,WRITTEN OFF,Asset Finance,EUR,11089812.03,11976996.99,15.95,24,5075811.15,6014000.88,17-May-2020,12-Dec-2023
362,1818,108,approved,Trade Finance / Import,KES,17491551.3,134684.95,16.3,60,3419271.16,14072280.14,2021-09-24,03/12/2027
363,1129,110,active,Education Finance,ZAR,9752756.08,536401.58,27.12,12,8423114.23,1329641.85,07/17/2020,30/05/2027
364,128,108,active,Auto Loan,KES,12901719.53,99343.24,18.87,60,4369341.89,8532377.64,16-Oct-2024,01/03/2024
365,939,105,WRITTEN OFF,Personal Loan,NGN,6567501.05,4071.85,12.08,12,2864209.42,3703291.63,2021-05-13,29-Jul-2025
366,688,111,pending review,Trade Finance / Import,ZAR,18441970.04,1014308.35,4.05,24,1179948.1,17262021.94,11-Jun-2021,04/03/2027
367,348,104,APPROVED,Education Finance,NGN,12383779.36,7677.94,15.32,24,7251725.78,5132053.58,12/01/2021,2024-06-07
368,345,112,FULLY PAID,Education Finance,GBP,8642183.4,10975572.92,5.72,48,5090796.67,3551386.73,2022-10-04,05/30/2024
369,365,101,restructured,Asset Finance,NGN,18872976.44,11701.25,12.79,6,14677927.85,4195048.59,27-Jan-2020,2023-07-21
370,1413,109,written off,Personal Loan,KES,7515636.32,57870.4,13.85,48,11819.54,7503816.78,27/08/2024,2026-04-08
371,1961,101,DEFAULTED,Mortgage,NGN,12571761.42,7794.49,22.59,60,4810461.01,7761300.41,2023-05-01,02/12/2025
372,138,104,written off,Asset Finance,NGN,7069450.79,4383.06,8.26,36,4674084.0,2395366.79,2022-04-03,16/10/2023
373,788,112,approved,Personal Loan,GBP,17719785.19,22504127.19,18.86,18,16407317.02,1312468.17,05/17/2021,2026-08-24
374,1160,113,defaulted,Education Finance,EUR,10399407.27,11231359.85,16.43,12,6786926.51,3612480.76,2020-10-28,12/21/2027
375,525,106,written off,Education Finance,GHS,5252141.08,346641.31,23.4,18,4575602.55,676538.53,04-Aug-2024,07/10/2027
376,25,107, Active ,Auto Loan,GHS,2117702.53,139768.37,16.28,18,1485596.29,632106.24,12/29/2024,2026-06-23
377,1726,107,PENDING REVIEW,Education Finance,GHS,9948758.36,656618.05,4.2,60,8062124.94,1886633.42,2023-10-21,03/18/2024
378,1152,108,fully paid,Personal Loan,KES,11716113.02,90214.07,24.49,48,1003711.5,10712401.52,12/09/2024,03/30/2023
379,157,112,APPROVED,Trade Finance / Import,GBP,8265082.15,10496654.33,25.97,24,5708376.04,2556706.11,2022-02-27,10/10/2024
380,242,101,RESTRUCTURED,Asset Finance,NGN,11385007.4,7058.7,23.14,6,6566784.79,4818222.61,11/29/2022,10/01/2023
381,1090,115,APPROVED,Agricultural Loan,USD,6834635.29,6834635.29,12.3,60,5437825.0,1396810.29,03/07/2024,2025-05-21
382,180,102,approved,Education Finance,NGN,16647238.09,10321.29,19.88,6,15947474.03,699764.06,03/11/2023,21/10/2027
383,1367,106,defaulted,Asset Finance,GHS,14632962.01,965775.49,6.2,60,12085021.07,2547940.94,10/12/2020,02/02/2025
384,1840,103, Active ,Education Finance,NGN,7080338.85,4389.81,26.04,6,597594.32,6482744.53,07-Aug-2021,11-Feb-2023
385,603,111,defaulted,Asset Finance,ZAR,202542.32,11139.83,13.29,60,9421.28,193121.04,10-Jul-2023,2024-08-01
